search_term,spotify_id,name,artist_name,artist_id,album_name,album_id,popularity,duration_ms,duration_formatted,release_date,spotify_url,preview_url,track_id,track_name
,,,La Eminencia,1Mkc7HxpbpZL1v9gGwCkj4,Fue en un Cafe el Amor de Mi Vida,6ZPRQXAs7Byw53QBKmhnqd,38,154649,2:34,2018-07-27,https://open.spotify.com/track/5R96ett4FYjqJmWTM8YcRR,,5R96ett4FYjqJmWTM8YcRR,El Tejano Enamorado
,,,La Eminencia,1Mkc7HxpbpZL1v9gGwCkj4,Fue en un Cafe el Amor de Mi Vida,6ZPRQXAs7Byw53QBKmhnqd,37,170948,2:50,2018-07-27,https://open.spotify.com/track/1qnBBTW1G8PthKls5lBIJP,,1qnBBTW1G8PthKls5lBIJP,El Cartero
,,,La Eminencia,1Mkc7HxpbpZL1v9gGwCkj4,Inalcanzable / Mas Norteno Que Nunca,1K8wE8v4vgsNuTfpc9y9HA,35,191247,3:11,2020-12-23,https://open.spotify.com/track/6evhAFTiRhAdEo0qx1AE8m,,6evhAFTiRhAdEo0qx1AE8m,Andar Conmigo
,,,Bruno & Marrone,5JXhkyafynxCvxtov7C1PV,Equilíbrio (Ao Vivo),5oFcg58VXbLAvFFHEy4hd4,65,196379,3:16,2021-07-29,https://open.spotify.com/track/6Aw11M9NT2tBeEj3mPKrjy,,6Aw11M9NT2tBeEj3mPKrjy,Facas - Ao Vivo
,,,Bruno & Marrone,5JXhkyafynxCvxtov7C1PV,Esqueci Você (Ao Vivo),2FIsIvkFYPn0f9Tg2GURns,71,185920,3:05,2025-06-03,https://open.spotify.com/track/05kS38NDY87Q9ATpN5Hpi8,,05kS38NDY87Q9ATpN5Hpi8,Esqueci Você - Ao Vivo
,,,Bruno & Marrone,5JXhkyafynxCvxtov7C1PV,Ensaio (Ao Vivo),7qq2SnvgPsm5Uz79LaKN2T,69,165074,2:45,2017-09-01,https://open.spotify.com/track/2EVaHMfXlWw4ANf6Mb8c5P,,2EVaHMfXlWw4ANf6Mb8c5P,Na Conta Da Loucura - Ao Vivo
,,,Bruno & Marrone,5JXhkyafynxCvxtov7C1PV,Acústico - Ao Vivo,5ef3YHfeGQd6JW056VmKiy,70,346333,5:46,2001-06-21,https://open.spotify.com/track/4Z20Nlp53CuArdsy0VbeTb,,4Z20Nlp53CuArdsy0VbeTb,Boate Azul (Ao Vivo)
,,,Bruno & Marrone,5JXhkyafynxCvxtov7C1PV,Acústico - Ao Vivo,5ef3YHfeGQd6JW056VmKiy,70,228293,3:48,2001-06-21,https://open.spotify.com/track/6cXfVLlxp3ahOSCmV1V3AW,,6cXfVLlxp3ahOSCmV1V3AW,Vida Vazia - Ao Vivo
,,,Bruno & Marrone,5JXhkyafynxCvxtov7C1PV,Acústico - Ao Vivo,5ef3YHfeGQd6JW056VmKiy,68,160293,2:40,2001-06-21,https://open.spotify.com/track/3Yp3YtYXrJ1ndMcc0tpaus,,3Yp3YtYXrJ1ndMcc0tpaus,Dormi na Praça - Ao Vivo
,,,Bruno & Marrone,5JXhkyafynxCvxtov7C1PV,Acústico - Ao Vivo,5ef3YHfeGQd6JW056VmKiy,67,184240,3:04,2001-06-21,https://open.spotify.com/track/3pANwjrypucSkTOQdSFbEK,,3pANwjrypucSkTOQdSFbEK,Amor de Carnaval - Ao Vivo
,,,Bruno & Marrone,5JXhkyafynxCvxtov7C1PV,"Revivem Sua História, Vol. 1 (Ao vivo em Uberlândia)",44QXvjwKItMFi1xPCyAvD6,67,158926,2:38,2025-02-06,https://open.spotify.com/track/6sDgaU5aSmFTHVOKM0qFf6,,6sDgaU5aSmFTHVOKM0qFf6,Ai que Vontade - Ao Vivo
,,,Bruno & Marrone,5JXhkyafynxCvxtov7C1PV,Revivem Sua História (Ao Vivo Em Belo Horizonte),6tmXf43FBVDqp3bnoLzzrj,67,220842,3:40,2023-06-23,https://open.spotify.com/track/6KVqLlcP1rTzXBx1vd3ggA,,6KVqLlcP1rTzXBx1vd3ggA,Inevitável - Ao Vivo
,,,Bruno & Marrone,5JXhkyafynxCvxtov7C1PV,Studio Bar (Ao Vivo Em Uberlândia / 2018),0yTbW8tcYxBvjkWCLhWpY9,59,157202,2:37,2019-03-09,https://open.spotify.com/track/5mFn4teAi2HMi7kRHliyFL,,5mFn4teAi2HMi7kRHliyFL,Surto De Amor - Ao Vivo Em Uberlândia / 2018
